rating,text,title
1,We got this for our son. He is always wanting to play on Mom's tablet so we thought this would be a good choice. His aunt does a lot of tech shopping and bought this same one for his sister so we got the same one. Within a month the charging cord on both units quit working and shortly after that the ports became squirly so you have to hold them just right or they don't charge. Save your money and get a more expensive but better quality product.,Not what we should have bought
1,"I have bought 2 tablets for my son and didn't open it after I received it because it was a birthday gift for them and when they open it on their Big day 1 of the tablet didn't turn on ,the screen is just purple I m out of country right now and will be back on August 4,2107 and I emailed BEST BUY ""Geek Squad "" and told them the whole situation but nobody responded,very disappointed it was a surprise gift for my kiddos and 1 of my son was really upset that tablet won't turn on,let's see if Best Buy read my review and take some action !!!","Tablet doesn't ""TURN ON""!!!"
1,This is useless. I have tried to calibrate it to my smart home. Pointless.,Pointless
1,I'm returning it because a new version is coming i,I'm returning it because a new version is coming i
1,You need gooooood wifi for this. If the wifi isn't good like it's in and out this will not work that good. You also need the app to set up alexa. I would only recommend this if you have great wifi,Amazon echo black
1,"Device does not stay connected to wifi, always disconnecting. This makes product unusable for alarms and timers. When used to work with harmony, at times, does not turn on all devices. Over priced and overrated. Purchased Google Home, for the past week, it has not lost contact with wifi, and works perfectly with harmony hub. Difficult setup with echo, even with 5-6 times with echo support, they can't figure it out. Wish I could return, not too late.",Does not work properly
1,We love it (that's me & my wife) . My son & daughter-in law & 2 grand-girls all love it.,Excellent
1,"Found out after having had opened and tried programming this awesome alexa that basically nothing comes with it. It's a listening device in my home that won't do anything unless I pay more into Amazon. The fact that I synced my pandora account is pointless because I have to spell out what I want Alexa to play by saying, ""Alexa play 'X' station from my pandora play list."" How is the rest of my family suppose to know what to request when I am the only one who knows my pandora play list (and barely at that!) I have many complaints, and basically disappointed in my purchase. I was lead to believe this was the radio of the future. It is if I pay for the Amazon Music Unlimited monthly.",purchased without research unimpressed
1,This device plays on the fact that you must subscribe to their stuff or this is just a empty cylinder that tells you the weather and that's it. And even then there is a subscription required for everything. Google Home at least plays general music lists and a number of other key actions.,Subscribe or Nothing Works
1,"Unless you have fiber optic internet, don't buy this. If you have ATT Uverse it will mess up the TV, lower the speed of your internet, and play havoc with the phone.It has not worked yet since getting it, since I only have 25mgb of internet, and it really does not work at that speed at all.",Works well only with fiber optic internet
1,Never knows answers to question or has the song I want. And always says not getting connection. It sucks,Terrible
1,Great Servive Best Buy and the price match is great I used it both at best buy,Good functioal product
1,The sound quality of the speaker in my opinion is not worth the extra cost versus a Echo Dot. I could spend the difference on a separate speaker to use with the Dot and also have the flexibility of using that speaker elsewhere.,Disappointing
1,This product not good waste of money I would recommend it,Not good
1,Alexa answers maybe 1 out of 10 questions we ask her - she uses Bing.com and it is really bad. Her standard answer is - I don't know the answer to this question. We ask her easy questions about stats or people. We also have a Google home and it answers almost every question right.,does not perform like advertised
1,"Not as easy as it sounded like it was going to be. So many things to buy to get full use out of what we knew we COULD do. Every question we seem to ask Alexa/she says she doesn't know the answer and that we'd have to ""download the app"" - so we never use her/only to ask her to set a timer and tell us the time and ask her to play music, which we also had to set up first. Not as neat as we thought she was going to be.",Not what we expected
2,Didn't have some of the features I was looking for. Returned it the next day. May be good for others,Wasn't for me
2,Not a good product short battery life i can only use for 20 minutes,short life
2,"If you shop on Amazon all the time, this will help make it easier still. Lots of ads pop up, and you can't use apps from non-Amazon sources unless you root it, and that is complicated. This is not a realistic alternative to an iPad or Galaxy Note. If you just want to a device to shop on Amazon with, you'll love it.",It is a shopping device
2,fire tablet is very powerful for the size and does everything!,great little device
2,"I have always gone to buy a kindle because I like the books and th games available. But I found them very unpredictable and unreliable. The color burns futon screen, then the screens starts jumping. As a result I have purchased 8 over the years. Not sure if Want to go through that for the 9th time!",Disappointed
2,My wife wanted an iPad. I bought her this because it was cheaper and good for reading and playing games. She uses iOS products so it's not compatible. She hardly ever uses it. Next time I'll get what she wants and not waste my money.,Not What She Wanted
2,"We purchased this as a replacement for our now-broken iPad. Though we liked the smaller size (more convenient, easier to carry, etc), the internet was sooooooo slowwwwww that it drove us crazy. Sometimes minutes to download a site (and this with no other apps open!1). Plan to go back to another iPad.",Returned it.. SLOW!!!
2,"Had it for about a week and now it won't take charge, tried new chargers and still not taking charge. Happy with tablet but unhappy about not chatging","Tablet nice, not so nice battery though"
2,This tablet could be so much better if the apps actually worked decently. The built in Amazon pieces for Prime members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes.  They need to take a lesson or two from Apple.,Just ok
2,Will not seem to charge all the way and this is my 7th Kindlle.,Not charging well
2,"If you need a basic tablet then the fire works. It falls apart when compared to the iPad mini from a usability, functionality and available apps standpoint.",Amazon Fire
2,The first Fire HD8 we purchased died within 1 week of purchase. We had to go back and exchange it for a new one. Not a good sign so far.,the first Fire HD8 we purchased died
2,I really liked the build quality but the very lackluster performance and minuscule battery life didn't make it a keeper for me.,Has potential.
2,"I got a magenta color because I loved the beautiful purple-ish color shown on the picture. Instead I got a really bright pink-ish color which looks nothing like the color shown here. I went to the store hoping to replace it with a different color but was told that since I bought it on sale, I had to pay the $30 dollar price difference if I wanted to exchange. Unbelievable. The product is good but I never liked the Best buy customer service.",Color difference is HUGE. Bad customer service.
2,"I bought this tablet as a replacement for my wife's Fire TV HDX 8.9 as her battery life is starting to decrease as it is getting older. Unfortunately, she was not happy with it as the tablet is slightly smaller screen wise (the next step is 10"" which is way too big, and has 4 less hours of battery life) and I was disappointed despite it being a newer tablet it was not able to decode HEVC, like the Fire TV 2015 boxes we have connected to our televisions. This unfortunately is a show stopper, as we can't view the movie library we have on this tablet. We will wait until a newer version comes out that is improved.",Disappointed
2,"Bought it in order to watch NBC but the NBC app isn't compatible, so now I have a paperweight.",Disappointed
2,Tablet had trouble from the begging it kept restarting and rebooting I had to return it.,Amazon tablet
2,The wifi would drop often to where I could not listen to Spotify or other services without buffering.,Weak wifi
2,"I think I downloaded 6 new apps. I wait to surf the web. This thing is so slow to respond. My old refurbished iPad is better. I really only bought it to stream Hulu and Netflix. I'm not excited about lighting up the home screen to find advertisements every day, but I guess you get what you pay for. I wanted inexpensive, I got it! Don't buy this if you are used to using quick responding electronics.",Too slow for browsing
2,I'm used to a n iPad so I wasnt impressed with the kindle. I found it hard to navigate,Ok tablet
2,"I loved this tablet. I did! BUT I did not love that I was being sold ads every time I powered up! I loathe even more that I would have had to pay $15 to discontinue that feature. Amazon if you want $105 dollars for the Kindle Fire, charge it! but don't under price the device, and then flash ads at the the consumer at every opportunity. It is unbecoming of you! I returned this item pronto!","This tablet was nice, but..."
2,"I was initially excited to get the Kindle. I am extremely disappointed with all the ads. Even more disappointed to find out that I could pay Amazon more money to remove the ads. It's frustrating that Best Buy and more specifically Amazon, don't let the consumer know on the box or in store advertising that what you're buying is a mini advertising billboard. Why couldn't there be an upfront statement on the box or in the store stating that the ""low price"" is subsidized by all the ads on the device? Would this have changed my purchase? Absolutely!!!! I would have spent a couple bucks more and probably got a Samsung tablet.","Disappointed with device, Mfg, and seller"
2,"The headphone jack restarts the tablet when you plug the headphone cord into it. That is why I am giving the product only 2 stars. Otherwise, the screen is great.",FireHD 8
2,"If you are looking for an inexpensive tablet just for basic web surfing/shopping/etc., I don't know that you can get a better deal. However, that is about all you can do. We found out the hard way that the Fire (which we bought to replace a misplaced iPad, so maybe we were just spoiled) is pretty limited in terms of the Apps you can download. Forget about any Google based Apps and many of the standard apps that are generally available in the Android or Apple market place. I love Amazon itself and don't have any major issues with the product I got for the price I paid, I just won't be going the cheap route in the future. Hindsight being 20/20, I should have spent the money to just get a new iPad since that is what we were used to.",Does the job most of the time
2,"nice size, very clear but randomly shuts off. cant remove unwanted apps from the home screen. if you watch video..it buffers alot and laggs.",great size
2,"My Hulu plays perfectly..great volume. Kindle starts right up so I'm able to read fine. However, when I'm on Facebook and click on an article to read, it goes to the page, and within 30 seconds, the page closes. Sometimes Facebook app won't even load. I find it blanking in and out and not showing some icons at times. I haven't dropped it so I'm assuming this is an internal problem :( I have tried playing a couple games and it will say that I need ""the Amazon app"" where I go to purchase stuff, which I already have...then it closes out saying ERROR. I wish I could replace for a new one.","Watching videos, great..then.."
2,"You get what you pay for... This is not great, the functionality and limitations leave much to be desired. Should have spent more and got another Samsung Galaxy Tab.",Very basic and cheap tablet
2,I'm planning on returning this tablet just as soon as I can!`,My tablet won't hold a charge
2,Easy to carry in purse or pocket but doesn't do anything better than the cheapest Kindle reader.,Very compact & light weight
,"The Kindle is my first e-ink reader. I own an iPad, an iPhone, and have owned a Windows-based phone in the past that I used as an ereader.My overall impression of the device is good.The good:I'd honestly rather read linear (read from page one to the end, one page at a time) fiction from it than a book, because I can't always get comfortable with a book. Hardcovers are sometimes a bit heavy, and paperbacks don't always lie open easily. The Kindle is incredibly light and thin. I can hold it in one hand easily. The page turn buttons are conveniently located. Page-turns aren't instant, but they're probably quicker than turning a physical page in a printed book (there are just a lot more page-turns unless you choose a small font). The contrast is better than other ereaders I've seen. There is zero eye strain in good light. My eyesight isn't the greatest and I like being able to increase the font size and read without glasses. I love being able to browse the Kindle store and read samples before deciding to purchase. The experimental browser is surprisingly usable, but isn't great. It is useful for browsing wikipedia and blogs. The biggest drawback to the browser is the awkward pointer navigation, using the 5-way pad. It syncs your furthest read page over the internet so you can pick up where you left off using your iPhone or iPad.The so-so:The kindle store could use more categories and sorting options. You can't sort by top rated, and there is no category for alternate histories, for example. Finding a very-specific type of fiction relies on keyword searches, which don't do a great job. The wifi sometimes doesn't connect before it times-out.Read more","Worth the money. Not perfect, but very very good for start to finish novels in good light"
,"I'm a first-time Kindle owner, so I have nothing to compare the latest Kindle to. I don't own a Nook. I don't own an iPad (and, in any case, that's comparing apples to oranges). I don't have a Sony e-reader. 'This will be a short, simple review.I received my Kindle about a week ago and haven't been able to put it down.Things I like about my Kindle1. The e-ink display is amazing.2. Using the 5-way controller is simple and effective.3. Page turn speeds are faster than I thought they would be.4. It's lightweight, even with the attached cover (I have an Amazon cover with a built-in light)5. Page-turning buttons are quiet and well-placed.6. Recharge time is fast.7. I can order a book and start reading it in less than 60 seconds. Nice!8. Portability... I can take 3,000 books with me when I travel for work and not require additional suitcases or baggage fees.Things I'm not too keen on1. Buttons are too close together and are laid out oddly.2. Lack of individual number buttons is frustrating.3. Power button on the bottom Not a bad thing. Just an odd thing. (Same for the headphone input). I usually rest the bottom of a book on my lap when I read.Things I hope change in the future1. How books are organized... When I put a book in a collection (which is actually a tag), it still appears in the main list. It's not actually moved, it's merely associated.2. The look of the main screen. I'd like folders or some other way to display collections.3. Ability to create personal screen savers.4. E-book pricing, though Amazon has little control over this.Read more","I Wanted a Dedicated E-Reader, and That's What I Got"
,"UPDATE NOVEMBER 2011:My review is now over a year old, as is the Kindle Keyboard as Amazon calls it now. There are newer models: the basic, cheapie Kindle and the Kindle Touch, and of course the Kindle Fire quasi-tablet.Each of these models is an excellent choice. Whichever one is right for you just depends on your preferences.The 3 e-ink Kindles are Kindle Keyboard (this one), Kindle Touch (the newest flagship model), and the basic Kindle. All 3 of them have EXACTLY THE SAME 6 DISPLAY, with the same sharp typeface and high contrast that reads like ink on paper with no eyestrain. The Kindle Keyboard is the oldest of these models, and I got one of the first ones when they came out in August 2010.I still absolutely LOVE my Kindle Keyboard and use it almost every day. I have read dozens of books on it. I like the newer models, they have some neat features, but the experience of reading a book on them is no better or worse than on my 1-year-old Kindle Keyboard. Page turns are now smoother and faster on the newest Kindles, but the difference is not enough to make it worth the cost of upgrading, in my opinion.The touch-screen interface of the Kindle Touch is pretty neat. But, unlike my iPad, I only use my Kindle to read books, and reading books is just as nice on any of the current Kindle models. I don't consider the touch screen a must have feature, and I'm normally obsessed with having the latest version of every tech product I own.For that reason, I think the cheapest Kindle is an excellent choice.Read more",Kindle vs. Nook (updated)
,"I'm a first-time Kindle owner, so I have nothing to compare the latest Kindle to. I don't own a Nook. I don't own an iPad (and, in any case, that's comparing apples to oranges). I don't have a Sony e-reader. 'This will be a short, simple review.I received my Kindle about a week ago and haven't been able to put it down.Things I like about my Kindle1. The e-ink display is amazing.2. Using the 5-way controller is simple and effective.3. Page turn speeds are faster than I thought they would be.4. It's lightweight, even with the attached cover (I have an Amazon cover with a built-in light)5. Page-turning buttons are quiet and well-placed.6. Recharge time is fast.7. I can order a book and start reading it in less than 60 seconds. Nice!8. Portability... I can take 3,000 books with me when I travel for work and not require additional suitcases or baggage fees.Things I'm not too keen on1. Buttons are too close together and are laid out oddly.2. Lack of individual number buttons is frustrating.3. Power button on the bottom Not a bad thing. Just an odd thing. (Same for the headphone input). I usually rest the bottom of a book on my lap when I read.Things I hope change in the future1. How books are organized... When I put a book in a collection (which is actually a tag), it still appears in the main list. It's not actually moved, it's merely associated.2. The look of the main screen. I'd like folders or some other way to display collections.3. Ability to create personal screen savers.4. E-book pricing, though Amazon has little control over this. Still, most titles are the same price as or less than their hardback/paperback counterparts.Read more","I Wanted a Dedicated E-Reader, and That's What I Got"
,"I woke up to a nice surprise this morning: a new kindle as a gift. I have an iPad and a Kindle DX, but I guess someone heard my complaints of them being too heavy and difficult to do extended-reading on. Don't get me wrong, I absolutely love my iPad and DX, but this new generation of Kindle is perfect for reading outside and for long periods of time. The iPad gets completely washed out in sunlight and often irritates my eyes staring at it for more than a couple of hours. The DX was my go-to device for those extended/outdoor reading periods, but now I have a new friend for reading novels. Instead of a replacement, this one seems more like a companion to the other devices and is a different class. The iPad works great for web browsing, shopping, productivity, games, etc while the Kindle falls short in those areas. The Kindle works great for reading novels, where the iPad falls short. For those that love to do extended-reading of magazines, newspapers, research articles, etc, I find that the DX is the go-to device.Without a doubt, the size and weight of the new kindle is the biggest draw for me. It's smaller than the last edition by a significant margin. I've played around with the Kindle 2 and was impressed, but now looking at the size of the new Kindle, I'm blown away. It's the absolute perfect size. Smaller would be unmanageable and larger wouldn't feel nearly as good. This is a device that you can hold up, read, and just forget that it's there. Compared to other e-readers I've tried, it's much smaller and much lighter.One of my biggest complaints about the previous generation Kindles and the DX is the speed. It sometimes takes a while after you push next page' for it to actually change.Read more","Not the perfect do-it-all device, but very close to being the perfect e-reading device!"
,"The Kindle is my first e-ink reader. I own an iPad, an iPhone, and have owned a Windows-based phone in the past that I used as an ereader.br /br /My overall impression of the device is good.br /br /The good:br /I'd honestly rather read linear (read from page one to the end, one page at a time) fiction from it than a book, because I can't always get comfortable with a book. Hardcovers are sometimes a bit heavy, and paperbacks don't always lie open easily. The Kindle is incredibly light and thin. I can hold it in one hand easily. The page turn buttons are conveniently located. Page-turns aren't instant, but they're probably quicker than turning a physical page in a printed book (there are just a lot more page-turns unless you choose a small font). The contrast is better than other ereaders I've seen. There is zero eye strain in good light. My eyesight isn't the greatest and I like being able to increase the font size and read without glasses. I love being able to browse the Kindle store and read samples before deciding to purchase. The experimental browser is surprisingly usable, but isn't great. It is useful for browsing wikipedia and blogs. The biggest drawback to the browser is the awkward pointer navigation, using the 5-way pad. It syncs your furthest read page over the internet so you can pick up where you left off using your iPhone or iPad.br /br /The so-so:br /The kindle store could use more categories and sorting options. You can't sort by top rated, and there is no category for alternate histories, for example. Finding a very-specific type of fiction relies on keyword searches, which don't do a great job. The wifi sometimes doesn't connect before it times-out.Read more","Worth the money. Not perfect, but very very good for start to finish novels in good light"
,"UPDATE NOVEMBER 2011:br /br /My review is now over a year old, as is the Kindle Keyboard as Amazon calls it now. There are newer models: the basic, cheapie Kindle and the Kindle Touch, and of course the Kindle Fire quasi-tablet.br /br /Each of these models is an excellent choice. Whichever one is right for you just depends on your preferences.br /br /The 3 e-ink Kindles are Kindle Keyboard (this one), Kindle Touch (the newest flagship model), and the basic Kindle. All 3 of them have EXACTLY THE SAME 6 DISPLAY, with the same sharp typeface and high contrast that reads like ink on paper with no eyestrain. The Kindle Keyboard is the oldest of these models, and I got one of the first ones when they came out in August 2010.br /br /I still absolutely LOVE my Kindle Keyboard and use it almost every day. I have read dozens of books on it. I like the newer models, they have some neat features, but the experience of reading a book on them is no better or worse than on my 1-year-old Kindle Keyboard. Page turns are now smoother and faster on the newest Kindles, but the difference is not enough to make it worth the cost of upgrading, in my opinion.br /br /The touch-screen interface of the Kindle Touch is pretty neat. But, unlike my iPad, I only use my Kindle to read books, and reading books is just as nice on any of the current Kindle models. I don't consider the touch screen a must have feature, and I'm normally obsessed with having the latest version of every tech product I own.br /br /For that reason, I think the cheapest Kindle is an excellent choice.Read more",Kindle vs. Nook (updated)
,"I woke up to a nice surprise this morning: a new kindle as a gift. I have an iPad and a Kindle DX, but I guess someone heard my complaints of them being too heavy and difficult to do extended-reading on. Don't get me wrong, I absolutely love my iPad and DX, but this new generation of Kindle is perfect for reading outside and for long periods of time. The iPad gets completely washed out in sunlight and often irritates my eyes staring at it for more than a couple of hours. The DX was my go-to device for those extended/outdoor reading periods, but now I have a new friend for reading novels. Instead of a replacement, this one seems more like a companion to the other devices and is a different class. The iPad works great for web browsing, shopping, productivity, games, etc while the Kindle falls short in those areas. The Kindle works great for reading novels, where the iPad falls short. For those that love to do extended-reading of magazines, newspapers, research articles, etc, I find that the DX is the go-to device.br /br /Without a doubt, the size and weight of the new kindle is the biggest draw for me. It's smaller than the last edition by a significant margin. I've played around with the Kindle 2 and was impressed, but now looking at the size of the new Kindle, I'm blown away. It's the absolute perfect size. Smaller would be unmanageable and larger wouldn't feel nearly as good. This is a device that you can hold up, read, and just forget that it's there. Compared to other e-readers I've tried, it's much smaller and much lighter.br /br /One of my biggest complaints about the previous generation Kindles and the DX is the speed. It sometimes takes a while after you push next page' for it to actually change.Read more","Not the perfect do-it-all device, but very close to being the perfect e-reading device!"
,I use to hate to read but now that I have my Kindle and I can change the size of the font so this old lady can see the words better I love to read.,Great
,"All of them quit working. There's absolutely no way to revive them once that battery loses power If NOT charged immediately, if even just a few weeks go by, NO HOPE of ever using your Kindle again. A major flaw",I've had 3!
,"I recently ordered my 8th Kindle. It was to replace my 7th Kindle which I unknowingly crushed. I love the Kindle Keyboard as my clumsy old hands tremble too much to type on a touch screen. For me, newer is just more frustrating. However, new Keyboard Kindles are scarce on the ground, so I got a reconditioned one. I noticed on my account page that Amazon recognized my new Kindle as soon as I bought it. When it arrived, however, it was not registered to me and it claimed it could not connect to my home WiFi. So I called my internet provider. I waded through that companys automated menu beginning with press 1 for English. That irritates me as I think English should be the default language in this country. But pressing on, I provided my 9 digit phone number, my 10 digit account number, my 9 digit zip code, my address, my 8 digit birthday, and the name of my favorite pet, my first car and my oldest nephew. Then I listened to an automated menu that had a 9 item selection none of which exactly fitted the problem I was having. After all this, I was asked if I would provide feedback after the call. I know this company and I was sure I would have comments to make, so I pressed 1 for yes. Then instead of finally letting me speak to a person, the automated voice directed me back through the forest of numbers I had already provided. Patiently I retyped all I had already typed. This time I was cannier. I refused the opportunity to give feedback and was finally connected to a person a person with a strong foreign accent and a bad phone connection. Didnt I press 1 for English After struggling for several minutes I begged for a supervisor as I could not understand the English spoken by this person. I was eventually routed to three other people with a hold time between each new connection as each person I spoke to did not handle my problem. I asked for phone numbers every time so I could reconnect if my call was disconnected accidentally. Finally I found a person who could help and did indeed get a connection established between my Kindle and my WiFi. I again asked for a telephone number in case I had further problems. Im sorry. I do not have a phone number that you can call to connect directly to me. Well, I should have known. I had been on the phone for 50 minutes.Then my Kindle would not download my archived items. So I contacted Amazons Help Line. I got an American in the first minute. I did not have to press anything I explained my problem. The Amazon American fiddled with a few buttons on his end and my Kindle began working correctly. I was on the phone for 4 minutes.",Kindle Customer Service vs. Comcast
,Great. Love it.,I love it
,"I researched the purchase of a Kindle for a long time. I couldn't decide whether or not it was worth buying a dedicated e-reader. Boy am I glad I made this purchase. The downside to Amazon's online selling of Kindle 3 is that the customers don't get to see it in person. It is much better in person. This may sound stupid, but when I got my new Kindle, I thought there was a stuck-on overlay on the screen containing a diagram of the unit's buttons, etc. I actually tried to peel it off. Doh! The e-ink on this unit is THAT good. I didn't realize that I was staring at the actual display. I also didn't realize that no power is required until the display changes. (thus the great battery life) I do a lot of reading, but was facing the prospect of reading less or buying large type books because of my variable and deteriorating eyesight. The new Kindle has been a godsend. Now, I can decide the size of type I need depending on my level of fatigue among other things. The weight and ergonomics are very good. For someone, like me, with neuropathy in his hands, it is extremely easy to manage and enjoyable to own. To me, it is easier to read than print books. The ease of navigation is great as is the speed. The battery life, so far, has been extraordinary. It easily connected to our home Wi-Fi, which by design does not broadcast an SSID. It downloads books so fast that I almost thought they were not completely received. I did not buy the 3G version because of the price difference and the fact that there is no coverage where I live. If you are not constantly traveling, I don't see the need to spend the extra bucks, but that is a matter of personal choice. For those who have no Wi-Fi at home, remember that you can always download the material to your computer and transfer it via USB.Read more",A hesistant buyer rejoices on his choice
,"This thing has captured my wife's heart. She reads every where, all the time. Vacation, on the way to church, At bedtime and far beyond. Books are so easy to get from the kindle itself It fits in her purse, I have to repeat everything , I always get, right after this chapter . Do not buy this for someone you want share LIFE with.",Ruined my marriage
,"I got my Kindle a few years ago and barely used it. Recently I discovered it again and have been using it daily, always in a hard protective case as it has been from day 1. Yesterday I opened the cover ready to read and discovered the screen had apparently cracked, seemingly for no apparent reason (no extreme temperatures, dropping, pressure, etc.). A quick Google search revealed this is a common problem, especially for my model, which made me think Amazon would replace the device for me due to the obvious design flaw. Not a chance though. Despite endless reports of this problem popping up through simple internet searches the representative I spoke to denied this was a common problem and was only able to offer me a very slight discount on a new product. Not sure it is worth the investment again - thinking it is better to stick to reading on my iPad, which is equipped with indestructible Gorilla Glass. Bottom line: do not buy a Kindle if you want a lasting product",Not a long-lasting product!
,"It was excellent for me in one moment when I was able to use it onboard cruise ship while ship was in international water with it's own 3G or EDGE cellphone network. Once they stop this way of using around 5 months ago, now I can use it only when I am in the states.",Good device
,"Bought for my husband for Christmas and I have to admit that I use it much more than he does, I love this product even though it has been updated with newer versions. I like to have something with just books. Easy to use, screen is easy to read, battery life long. I use it at the beach and for travel. Nice to have",Great
,It simply works even after 3.5 years of constant use. The battery is OK. Display looks the same. System is stable and reasonably responsive.,Do I need to say anything more?
,I would highly recommend them to everyone. Got it when I was told that I would get it. Very happy.,Great Service
2,Too,Two Stars
2,Q: What's the difference between a 19.99 Amazon 5W USB Official OEM Charger and Power Supply and a 5.95 5V 1A (1000mA) USB port power supply - UL ListedA: 14.04 Calling it a 5W charger rather than a 5V 1A charger is a distinction without a difference.,5W or 5V 1A
2,"This is a rip-off! I will use my apple USB plug instead, for free!",This is a rip-off! I will use my apple ...
2,It's silly these aren't provided with the purchase of a Kindle. Super expensive.,Super expensive.
2,very overpriced!,Two Stars
2,"I ordered the Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders however, what I received is nothing like what is pictured. I received a charger cord that states LG Electronics and Verizon Accessory. I am not certain that these are the same item.",Received LG Electronics Verizon Accessory NOT an Amazon Official Charger
2,Way too expensive,Too expensive
2,"This charger FRIED my Kindle Fire, Samsung Galaxy S6, and Samsung Galaxy J7. DO NOT plug your other devices up to it!!! It easily comes detached from the Fire tablet but does charge it. I'm just very unhappy that it killed my other devices. There are young children in my home and they know the difference between Apple and Android charging tips. So they will use any available charging cable they find when needed.",Only use this for Amazon Fire tablet
2,"It was doing a great job charging my kindle, but now it takes almost all day to charge.",Two Stars
2,Should have been included with the e-reader.,Two Stars
2,"The screen is too dark, and cannot adjust the brightness","The screen is too dark, and cannot adjust it"
2,1st kindle screen failed & had to reboot often. Customer Service couldn't fix. Replaced. 2nd one screen reboots often. Customer service offered replace. Just want one that works. Can't get upgrade replacement,Lots of problems. Want my old one back
,"UPDATE: I bought both a Fire HD and a Gen 2. (as a present to my mother in law) My initial reviews were written after playing with them for like 20 minutes. I merged both reviews into one to really compare the two products. I'm still answering questions in the comments if you have any. And see the video that compares the two and gives a mini tour of the Kindle system.My Background: I've had 4 android phones, I've had multiple e-readers and my latest 'touch' device is the Le Pan II Android tablet. I've worked on several iPads but never been compelled to spend the extra money for one myself. Wife has a first generation Fire.The new Kindle Fire and Fire HD are the second generation color kindle e-reader/media player/tablet devices. The original Fire received a lot of well earned 4 star reviews. It was a great product but at the end of the day, it was a first generation product. It was no iPad slayer. The Fire HD raises the bar and raises it quite a lot. Jeff Bezos said they set out to make the best tablet available period and -in some regards- they did that in spades. In other ways not so much. (more on this below in the closing thoughts)HARDWARE:BUILD QUALITY:- BOTH are top Notch. I didn't expect anything less from Amazon but they really are solid feeling.- FIRE HD lighter and while it is about the same thickness, the edges are rounded more like an iPad. sleeker look and more comfortable to hold.- FIRE GEN 2 is heavier and 'boxier' built to more fit existing covers I guess. It's heavier too.SIZING:The HD is just a bit taller but a decent bit wider than the Fire. --- NOTE pay attention to accessories because THEY ARE NOT THE SAME SIZE.Read more",Compare FIRE HD to the KINDLE FIRE GEN 2
,"I just received my kindle fire today. I had a hard time deciding between the HD, this, and the paperwhite. I decided on this one, because I really thought I'd like the immersion reading. I have an audible account and I've been reading along to the audiobooks. It's amazing how fast I can get through the books (at 3x speed) and I really retain the info. The immersion reading is super-easy to use and definitely worth upgrading to this. The whole point of the kindle is to read more, and this new feature makes it possible to read 2 or 3 times as many books in the same amount of time. I'm an average-speed reader and was able to read 4 books (with the help of the audiobook reading pace) in the last 30 days and one was the 800+ page Stephen king, 11/22/63.I also tested out the text to speech. It's a lady's voice and much, much, easier to understand than the text to speech on my kindle keyboard. It also has many speed options and I think it reads faster than my kindle keyboard version. I am very, very pleased with it.It is much more responsive than the previous kindle fire I'm upgrading from.If you are worried about the free offers, don't be. I DETEST commercials and advertising so much, I quit reading magazines and watching television. The offers only show on the startup, no big deal. I already took advantage of a 5.00 credit for amazon video. I was able to rent two movies and it only cost me 89 cents, when it was said and done, and I was planning on renting Hunger Games tonight, anyway. So, so far, I don't mind the offers at all.My favorite feature is the immersion reading and the text-to-speech improvements. I also downloaded all the free kindle books with the free audiobooks for the immersion experience.Read more",Best value
,"I purchased the Kindle Fire ten months ago for my daughter. Three weeks after she got it, it was stolen. Amazon worked with our police department to find the person who had taken it. Amazon first put a hold on the person's account and shut down the Kindle Fire so it wouldn't work. Then, once Amazon had a subpoena, Amazon gave the police all the information the thief had registered to my daughter's Kindle Fire and the police were able to recover it and get it back to us. Since that time, we have purchased an additional Kindle Fire and, just recently, a Kindle Fire HD. We use them like iPads at a fraction of the cost and the number of free books and apps available is unmatched by their competitors. Our oldest Kindle Fire (ten months old) just stopped charging and I contacted Amazon via Live Chat. Immediately, they said they would send me a replacement Kindle Fire and would also email me a printing label for free shipping to return the defective one. Their customer service is incredible! The Kindle Fire itself is amazing. The internet is fast connects perfectly to all wi-fi the graphics are clear and sharp the books and apps offered are endless. My teenager listens to Pandora on it constantly. I'm always reading. My husband checks the sports scores. My young sons are always playing the game apps. We have them protected in KlearKase protectors and have found them to be well-made, quality devices. I wouldn't hesitate to recommend a Kindle Fire to anyone of my friends and family.",Wonderful product and incredible support from Amazon!
